№ Кампании,Название кампании,Тип условия показа,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,Тип площадки,Вид размещения,Название площадки,Площадка выключена в РК,Можно запретить площадку,"Расход, ₽",Показы,Клики,"Взвешенный CTR, %","CTR, %",Ср. объём трафика,Ср. позиция показа,Конверсии,"CR, %","CPA, ₽"
704073639,Психолог Ксения,Фраза,сколько стоит психолог нск,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,147.19,1.00,0,-,-
704073639,Психолог Ксения,Фраза,онлайн консультация психолога 18+,Целевые запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,2,0,0.00,0.00,87.93,-,0,-,-
704073639,Психолог Ксения,Фраза,cft психолог онлайн,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,6.31,6.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог онлайн уфа по телефону,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,бачинская оксана психолог стоимость,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,авито услуги психолога,Широкие запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог при тревожности в санкт петербурге,Целевые запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психологом,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,57.86,3.00,0,-,-
704073639,Психолог Ксения,Фраза,полина сухова психолог официальный сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,85.74,1.00,0,-,-
704073639,Психолог Ксения,Фраза,айна громова психотерапевт сайт официальный,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Эксклюзивное размещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,139.47,1.00,0,-,-
704073639,Психолог Ксения,Фраза,кгбуз ккптд 1 красноярск официальный сайт на курчатова 14 психолог никита сергеевич,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,94.92,1.00,0,-,-
704073639,Психолог Ксения,Фраза,стоимость приема психотерапевта,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,114.99,1.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психолог кпт екатеринбург,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,132.59,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психотерапия кпт,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,нгпу им к минина официальный сайт психологический,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,психологический сайт,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,сколько стоит услуга психолога на час,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,133.28,1.00,0,-,-
704073639,Психолог Ксения,Фраза,марина нахалова психолог стоимость,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,39.18,2.00,0,-,-
